projeto,sondagem_nome,crs_epsg,coordenada_x,coordenada_y,altitude,nivel_agua,profundidade_inicial,profundidade_final,descricao,classificacao,tipo_aquifero,data
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,0.0,4.0,"Piso de concreto sobre Argila arenosa pouco siltosa, mole, vermelha e marrom variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,4.0,8.0,"Argila siltosa, mole a média, marrom",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,8.0,9.0,"Areia média argilosa, pouco compacta, vermelha e cinza variegada",Areia Grossa,Livre,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,9.0,10.0,"Areia fina argilosa, pouco compacta, vermelha",Areia Fina,Livre,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,10.0,11.0,"Areia média argilosa, medianamente compacta, variegada (vermelha, cinza e amarela)",Areia Grossa,Livre,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,11.0,12.0,"Argila siltosa, média, cinza",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,12.0,15.0,"Argila siltosa, média a rija, variegada (amarela, roxa e vermelha)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,15.0,16.0,"Argila siltosa, média, variegada (cinza, roxa e vermelha)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,16.0,16.8,"Argila siltosa, rija, roxa e amarela variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,16.8,18.0,"Areia fina argilosa, com mica, medianamente compacta, variegada (cinza, roxa e vermelha)",Areia Fina,Livre,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,18.0,25.0,"Argila siltosa, rija, roxa e cinza variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,25.0,26.0,"Argila siltosa, rija, variegada (vermelha, roxa e marrom)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,26.0,27.0,"Argila siltosa, rija, roxa e cinza variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,27.0,31.0,"Areia média a grossa argilosa pouco siltosa, medianamente compacta a compacta, vermelha e amarela variegada",Areia Grossa,Livre,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,31.0,35.0,"Argila siltosa pouco arenosa, muito rija a dura, variegada (amarela, cinza e vermelha)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,35.0,39.0,"Argila siltosa, dura, cinza e amarela variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,39.0,40.0,"Argila siltosa pouco arenosa, dura, amarela e cinza variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,40.0,41.0,"Argila siltosa, com mica, dura, amarela",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-05,31983,330599.31,7385843.28,790.26,14.61,41.0,41.3,"Argila siltosa, dura, variegada (amarela, vermelha e cinza)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,0.0,1.4,"Piso de concreto sobre Argila arenosa, vermelha e amarela variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,1.4,3.0,"Argila siltosa, mole, marrom e amarela variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,3.0,5.0,"Argila siltosa, mole, variegada (marrom, vermelha e roxa)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,5.0,8.0,"Argila arenosa pouco siltosa, mole, marrom e amarela variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,8.0,9.0,"Argila arenosa pouco siltosa, mole, variegada (marrom, amarela e vermelha)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,9.0,15.3,"Argila siltosa pouco arenosa, mole a média, vermelha",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,15.3,18.0,"Argila arenosa pouco siltosa, média, amarela escura e vermelha variegada",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,18.0,19.0,"Argila siltosa pouco arenosa, média, variegada (amarela escura, cinza e roxa)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,19.0,23.0,"Argila siltosa pouco arenosa, média a rija, variegada (amarela, cinza e vermelha)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,23.0,27.2,"Argila siltosa, rija a dura, variegada (cinza, amarela e vermelha)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,27.2,28.35,"Argila arenosa, rija, variegada (vermelha, amarela escura e cinza)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,28.35,29.45,"Areia fina argilosa, medianamente compacta, vermelha",Areia Fina,Livre,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,29.45,31.0,"Argila arenosa, rija a muito rija, variegada (amarela escura, vermelha e cinza)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,31.0,33.2,"Argila arenosa, rija, variegada (amarela escura, vermelha e cinza)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-06,31983,330655.31,7385845.28,793.25,13.15,33.2,41.18,"Argila siltosa, muito rija a dura, variegada (amarela, vermelha e cinza)",Argila,Aquitarde,2025-04-07
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,0.0,2.0,"Piso de concreto sobre Areia fina a média argilosa, fofa, marrom",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,2.0,3.0,"Argila siltosa pouco arenosa, com entulho, mole, vermelha e marrom variegada",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,3.0,11.3,"Argila siltosa pouco arenosa, mole a média, marrom e vermelha variegada",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,11.3,15.0,"Argila siltosa, média, vermelha e marrom variegada",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,15.0,16.0,"Argila arenosa, média, variegada (cinza, marrom e vermelha)",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,16.0,17.0,"Argila siltosa pouco arenosa, média, variegada (vermelha, roxa e amarela)",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,17.0,18.0,"Areia fina argilosa, pouco compacta, variegada (cinza, vermelha e marrom)",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,18.0,24.0,"Argila arenosa, mole a média, variegada (vermelha, roxa e amarela)",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,24.0,25.0,"Argila arenosa, rija, cinza e vermelha variegada",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,25.0,26.0,"Argila siltosa pouco arenosa, média, variegada (vermelha, marrom e cinza)",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,26.0,28.0,"Argila arenosa, rija, variegada (cinza, vermelha e amarela)",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,28.0,29.0,"Argila arenosa, muito rija, variegada (roxa, cinza e vermelha)",Argila,Aquitarde,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,29.0,30.0,"Areia média argilosa, compacta, amarela escura",Areia Grossa,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,30.0,32.0,"Areia grossa argilosa pouco siltosa, compacta, amarela escura e vermelha variegada",Areia Grossa,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,32.0,33.0,"Areia fina argilosa, compacta, vermelha e cinza variegada",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,33.0,35.0,"Areia média argilosa, compacta, vermelha e amarela escura variegada",Areia Grossa,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,35.0,36.0,"Areia fina a média argilosa, compacta, variegada (amarela escura, cinza e roxa)",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,36.0,38.0,"Areia fina argilosa pouco siltosa, compacta, vermelha e amarela escura variegada",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,38.0,39.0,"Areia fina argilosa pouco siltosa, compacta, amarela escura",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,39.0,41.0,"Areia fina argilosa, compacta, variegada (cinza, vermelha e roxa)",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-07,31983,330690.31,7385903.28,792.29,,41.0,41.35,"Areia fina argilosa, com mica, muito compacta, variegada (marrom, roxa e branca)",Areia Fina,Livre,2025-04-09
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08,31983,330677.31,7385802.28,793.15,,0.0,0.8,Camada de concreções usinadas,Cascalho,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08,31983,330677.31,7385802.28,793.15,,0.8,1.95,"Areia média a grossa siltosa, variegada (marrom, cinza e vermelha)",Areia Grossa,Livre,2025-04-15
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,0.0,1.75,"Piso de concreto sobre Areia média a grossa siltosa, variegada (marrom, cinza e vermelha)",Areia Grossa,Livre,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,1.75,10.0,"Argila siltosa, mole, vermelha Argila siltosa, mole a média, marrom escura e vermelha variegada",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,10.0,11.0,"Argila siltosa, média, marrom escura",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,11.0,18.0,"Areia média a grossa argilosa, fofa a pouco compacta, variegada (vermelha, marrom e branca)",Areia Grossa,Livre,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,18.0,19.0,"Areia média argilosa, pouco compacta, vermelha escura",Areia Grossa,Livre,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,19.0,23.0,"Argila siltosa, com mica, média, variegada (amarela escura, cinza e roxa)",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,23.0,26.0,"Argila siltosa pouco arenosa, média, variegada (vermelha, cinza e amarela escura)",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,26.0,27.0,"Argila siltosa pouco arenosa, média, variegada (cinza, amarela escura e roxa)",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,27.0,28.0,"Argila siltosa pouco arenosa, média, vermelha e amarela escura variegada",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,28.0,31.0,"Argila siltosa pouco arenosa, média, variegada (vermelha, amarela escura e roxa)",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,31.0,34.0,"Areia fina argilosa, pouco compacta a medianamente compacta, variegada (marrom, amarela escura e cinza)",Areia Fina,Livre,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,34.0,35.0,"Argila siltosa pouco arenosa, rija, amarela escura e cinza variegada",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,35.0,38.0,"Argila siltosa pouco arenosa, dura, amarela escura",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,38.0,39.0,"Argila siltosa, dura, amarela escura e cinza variegada",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-08A,31983,330677.31,7385802.28,793.15,17.8,39.0,42.35,"Argila siltosa, dura, variegada (amarela escura, cinza e vermelha)",Argila,Aquitarde,2025-04-16
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,0.0,0.7,Piso de concreto,Cascalho,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,0.7,9.0,"Argila siltosa pouco arenosa, muito mole a média, marrom escura e vermelha variegada",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,9.0,13.0,"Argila siltosa pouco arenosa, média, vermelha escura",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,13.0,18.0,"Argila siltosa pouco arenosa, rija, variegada (amarela, vermelha e cinza)",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,18.0,21.0,"Argila arenosa, rija, variegada (amarela, roxa e cinza)",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,21.0,22.0,"Areia média a grossa argilosa, medianamente compacta, variegada (roxa, amarela e cinza)",Areia Grossa,Livre,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,22.0,23.0,"Argila siltosa pouco arenosa, média, amarela escura e cinza variegada",Argila,Aquitarde,2025-04-26
Aeroporto de Congonhas - Sondagens SPT 2025,SP-09,31983,330724.31,7385912.28,793.24,18.31,23.0,26.0,"Argila siltosa pouco arenosa, média, variegada (amarela escura, cinza e vermelha)",Argila,Aquitarde,2025-04-26
